user_id,preferred_genres
user_1242,"gospel,new-age"
user_1243,"malay,psych-rock"
user_1244,"alt-rock,black-metal,folk"
user_1245,"latino,sleep"
user_1246,"indian,techno"
user_1247,"chicago-house,latin,sertanejo,sleep"
user_1248,"brazil,british,cantopop"
user_1249,"country,j-dance,mpb"
user_1250,"folk,mpb,swedish"
user_1251,"idm,industrial,trance"
user_1252,"acoustic,ambient,drum-and-bass,emo"
user_1253,"anime,hip-hop,singer-songwriter,world-music"
user_1254,"blues,dancehall,j-pop"
user_1255,"r-n-b,spanish"
user_1256,"brazil,classical,emo,romance"
user_1257,"metalcore,new-age,samba"
user_1258,"cantopop,latin"
user_1259,"dancehall,hard-rock,metal,punk-rock"
user_1260,"black-metal,breakbeat,dance,pagode"
user_1261,"anime,happy,j-idol,power-pop"
user_1262,"rockabilly,spanish,turkish"
user_1263,"gospel,honky-tonk,industrial"
user_1264,"disney,mpb,songwriter"
user_1265,"industrial,sad,spanish"
user_1266,"guitar,jazz,soul"
user_1267,"kids,psych-rock"
user_1268,"death-metal,trip-hop"
user_1269,"blues,groove,romance,sad"
user_1270,"heavy-metal,metalcore,reggaeton"
user_1271,"heavy-metal,indian,kids,party"
user_1272,"dubstep,electro,folk,turkish"
user_1273,"power-pop,psych-rock,synth-pop,trip-hop"
user_1274,"j-idol,pop-film"
user_1275,"detroit-techno,happy,trip-hop"
user_1276,"dance,grunge,metalcore"
user_1277,"rock-n-roll,trip-hop"
user_1278,"drum-and-bass,german,groove,synth-pop"
user_1279,"comedy,electro,trip-hop"
user_1280,"garage,goth,heavy-metal,industrial"
user_1281,"blues,classical,guitar,singer-songwriter"
user_1282,"sleep,trance"
user_1283,"samba,songwriter,trance"
user_1284,"alternative,dancehall,k-pop,r-n-b"
user_1285,"honky-tonk,j-pop"
user_1286,"heavy-metal,soul"
user_1287,"breakbeat,dance,punk-rock"
user_1288,"j-idol,party"
user_1289,"k-pop,rockabilly"
user_1290,"heavy-metal,k-pop,mpb"
user_1291,"guitar,sertanejo,tango"
user_1292,"ambient,breakbeat,piano,progressive-house"
user_1293,"punk-rock,sad,ska"
user_1294,"happy,idm"
user_1295,"disco,french,funk,j-dance"
user_1296,"cantopop,metal,study,trip-hop"
user_1297,"dubstep,iranian,new-age,punk"
user_1298,"cantopop,samba"
user_1299,"blues,breakbeat,comedy,sertanejo"
user_1300,"funk,show-tunes,study"
user_1301,"children,disco,industrial,sad"
user_1302,"emo,piano,tango"
user_1303,"goth,guitar,hip-hop,trance"
user_1304,"children,hardcore,salsa"
user_1305,"iranian,new-age"
user_1306,"anime,j-pop,rockabilly"
user_1307,"dancehall,funk,grindcore,pop-film"
user_1308,"death-metal,detroit-techno"
user_1309,"cantopop,country"
user_1310,"industrial,reggae,synth-pop"
user_1311,"k-pop,sad"
user_1312,"ambient,hard-rock,honky-tonk,party"
user_1313,"guitar,opera"
user_1314,"idm,pop-film,sad,trip-hop"
user_1315,"house,minimal-techno"
user_1316,"happy,pop,power-pop"
user_1317,"anime,grunge"
user_1318,"happy,hard-rock,hardstyle,sertanejo"
user_1319,"alt-rock,minimal-techno,mpb"
user_1320,"chill,opera,soul"
user_1321,"heavy-metal,singer-songwriter"
user_1322,"breakbeat,j-idol,pagode,singer-songwriter"
user_1323,"electro,j-rock,power-pop,salsa"
user_1324,"alternative,cantopop,new-age"
user_1325,"drum-and-bass,idm"
user_1326,"club,drum-and-bass,latin,romance"
user_1327,"groove,trance"
user_1328,"dub,opera,power-pop,swedish"
user_1329,"electro,k-pop"
user_1330,"children,folk"
user_1331,"grunge,metal,sad,trip-hop"
user_1332,"british,soul"
user_1333,"brazil,dance,indie-pop,minimal-techno"
user_1334,"alternative,reggaeton,rock-n-roll,synth-pop"
user_1335,"rock,turkish"
user_1336,"club,trip-hop,world-music"
user_1337,"detroit-techno,heavy-metal,latino"
user_1338,"latino,pagode,sertanejo"
user_1339,"idm,industrial,mandopop"
user_1340,"disco,minimal-techno"
user_1341,"alt-rock,mandopop"
user_1342,"pagode,tango"
user_1343,"deep-house,german,j-pop,pop-film"
user_1344,"j-dance,world-music"
user_1345,"iranian,piano"
user_1346,"cantopop,dance,detroit-techno,dub"
user_1347,"electronic,forro,sad"
user_1348,"latin,r-n-b,samba,trip-hop"
user_1349,"bluegrass,j-pop,trip-hop"
user_1350,"indie-pop,malay,punk"
user_1351,"anime,gospel,indie,rockabilly"
user_1352,"cantopop,forro,pagode"
user_1353,"electro,rock-n-roll"
user_1354,"acoustic,grindcore,spanish"
user_1355,"detroit-techno,ska,study,world-music"
user_1356,"alternative,black-metal,dub,metalcore"
user_1357,"electro,garage,punk-rock"
user_1358,"cantopop,deep-house,guitar,j-pop"
user_1359,"forro,jazz,piano,sertanejo"
user_1360,"indie-pop,mandopop,party"
user_1361,"british,french,happy,rockabilly"
user_1362,"groove,hip-hop,opera"
user_1363,"reggae,sad,sertanejo"
user_1364,"bluegrass,goth,groove"
user_1365,"hip-hop,spanish"
user_1366,"iranian,world-music"
user_1367,"british,death-metal,iranian,punk"
user_1368,"garage,j-dance,jazz,minimal-techno"
user_1369,"deep-house,punk-rock,salsa"
user_1370,"hard-rock,songwriter"
user_1371,"heavy-metal,mandopop,show-tunes"
user_1372,"breakbeat,deep-house"
user_1373,"disco,grindcore,groove,latin"
user_1374,"alternative,songwriter"
user_1375,"alt-rock,mpb,opera"
user_1376,"honky-tonk,rock"
user_1377,"disney,edm,german,happy"
user_1378,"jazz,mandopop"
user_1379,"blues,garage,turkish"
user_1380,"german,happy,pop"
user_1381,"edm,j-pop,salsa,turkish"
user_1382,"hardcore,trance"
user_1383,"funk,latin"
user_1384,"club,deep-house,garage,indian"
user_1385,"anime,gospel,j-pop,new-age"
user_1386,"club,techno"
user_1387,"goth,metalcore,rockabilly"
user_1388,"idm,metal"
user_1389,"dancehall,house,j-rock"
user_1390,"blues,house,punk,synth-pop"
user_1391,"malay,power-pop,ska"
user_1392,"country,turkish,world-music"
user_1393,"children,groove"
user_1394,"club,dance,emo,tango"
user_1395,"disney,kids,progressive-house"
user_1396,"death-metal,jazz,soul"
user_1397,"garage,hardstyle,trip-hop"
user_1398,"french,jazz,punk-rock"
user_1399,"chill,electro,j-rock,reggaeton"
user_1400,"drum-and-bass,metal"
user_1401,"disney,emo,metal"
user_1402,"romance,tango"
user_1403,"garage,groove,world-music"
user_1404,"indian,k-pop"
user_1405,"disney,garage"
user_1406,"afrobeat,indie,turkish"
user_1407,"dancehall,drum-and-bass,folk"
user_1408,"indie-pop,piano,reggae,ska"
user_1409,"brazil,children,groove,soul"
user_1410,"acoustic,edm,metal"
user_1411,"alt-rock,kids,swedish"
user_1412,"ska,spanish"
user_1413,"samba,ska"
user_1414,"chill,indie"
user_1415,"alt-rock,comedy,turkish"
user_1416,"gospel,latin,tango"
user_1417,"disney,j-pop,pagode,rock-n-roll"
user_1418,"punk-rock,sertanejo,soul"
user_1419,"alt-rock,bluegrass,disney,metalcore"
user_1420,"disney,grunge,hardcore,hip-hop"
user_1421,"dancehall,groove,hip-hop"
user_1422,"indie-pop,party,r-n-b,singer-songwriter"
user_1423,"pop,romance"
user_1424,"classical,drum-and-bass"
user_1425,"groove,iranian,rockabilly"
user_1426,"death-metal,mandopop,minimal-techno,reggae"
user_1427,"children,trip-hop"
user_1428,"idm,j-dance,study"
user_1429,"house,pop-film,rock-n-roll,sad"
user_1430,"classical,comedy,country,singer-songwriter"
user_1431,"disco,grindcore,sad,salsa"
user_1432,"indie,punk,trip-hop"
user_1433,"alt-rock,children,disco"
user_1434,"bluegrass,german,sleep"
user_1435,"guitar,honky-tonk,j-idol,rockabilly"
user_1436,"brazil,children,country,mpb"
user_1437,"sad,ska"
user_1438,"mpb,study"
user_1439,"brazil,german,trip-hop"
user_1440,"piano,study,trance"
user_1441,"acoustic,death-metal,party"
user_1442,"indie,kids,trance"
user_1443,"indie-pop,latino"
user_1444,"drum-and-bass,power-pop,samba,turkish"
user_1445,"detroit-techno,k-pop,psych-rock"
user_1446,"classical,folk,garage,piano"
user_1447,"folk,garage,heavy-metal,singer-songwriter"
user_1448,"deep-house,garage,psych-rock"
user_1449,"acoustic,j-rock,salsa"
user_1450,"deep-house,hard-rock,honky-tonk,psych-rock"
user_1451,"cantopop,gospel,hard-rock,j-pop"
user_1452,"afrobeat,death-metal"
user_1453,"black-metal,classical,latin,malay"
user_1454,"deep-house,house,pop"
user_1455,"disco,german,kids,trip-hop"
user_1456,"indie,iranian"
user_1457,"dub,kids,pop"
user_1458,"breakbeat,classical,club,latino"
user_1459,"j-dance,reggaeton,singer-songwriter"
user_1460,"ambient,british,hardstyle"
user_1461,"anime,latin,opera,party"
user_1462,"anime,jazz,psych-rock"
user_1463,"alternative,british,chicago-house,spanish"
user_1464,"death-metal,edm,guitar,study"
user_1465,"breakbeat,honky-tonk,pop,samba"
user_1466,"british,chill"
user_1467,"death-metal,gospel,grindcore,salsa"
user_1468,"honky-tonk,songwriter"
user_1469,"cantopop,chicago-house"
user_1470,"kids,punk"
user_1471,"groove,metal,reggae,sad"
user_1472,"study,world-music"
user_1473,"songwriter,techno"
user_1474,"emo,opera"
user_1475,"disney,electronic"
user_1476,"children,forro"
user_1477,"hardstyle,malay,rock"
user_1478,"folk,j-rock"
user_1479,"j-dance,power-pop,world-music"
user_1480,"indie-pop,iranian,pop"
user_1481,"funk,groove,happy"
user_1482,"black-metal,country,deep-house,edm"
user_1483,"alternative,dub"
user_1484,"anime,electro,industrial"
user_1485,"alt-rock,cantopop,grunge"
user_1486,"anime,electro,metalcore"
user_1487,"alt-rock,black-metal,brazil,kids"
user_1488,"dance,indie,reggae,samba"
user_1489,"happy,hip-hop,synth-pop"
user_1490,"alternative,kids,techno"
user_1491,"cantopop,opera,progressive-house,rockabilly"
user_1492,"funk,german,iranian,metalcore"
user_1493,"chill,edm,indie,rock"
user_1494,"dance,detroit-techno,iranian,kids"
user_1495,"groove,trip-hop,turkish"
user_1496,"bluegrass,forro,heavy-metal,party"
user_1497,"cantopop,punk-rock,tango"
user_1498,"happy,rock,rock-n-roll"
user_1499,"afrobeat,black-metal,hard-rock,j-dance"
user_1500,"comedy,r-n-b"
user_1501,"club,forro"
user_1502,"alternative,singer-songwriter"
user_1503,"electro,house,rock-n-roll"
user_1504,"afrobeat,british,electro,k-pop"
user_1505,"drum-and-bass,metalcore,rock-n-roll"
user_1506,"bluegrass,honky-tonk,spanish"
user_1507,"chill,latino"
user_1508,"detroit-techno,german,j-dance"
user_1509,"goth,mpb,reggae"
user_1510,"club,hardcore"
user_1511,"goth,hip-hop,indian,party"
user_1512,"classical,dubstep"
user_1513,"comedy,german,study,trip-hop"
user_1514,"garage,opera,reggaeton"
user_1515,"alternative,dance"
user_1516,"goth,new-age,punk,reggae"
user_1517,"ambient,industrial,study"
user_1518,"classical,folk,funk,indian"
user_1519,"ambient,forro,funk"
user_1520,"death-metal,sad"
user_1521,"garage,latin,study"
user_1522,"detroit-techno,indie-pop,ska,techno"
user_1523,"chicago-house,electronic,funk"
user_1524,"ambient,french,gospel,progressive-house"
user_1525,"disco,gospel"
user_1526,"ambient,german,opera,turkish"
user_1527,"disney,edm,reggae,samba"
user_1528,"rock-n-roll,techno"
user_1529,"funk,pop-film,songwriter"
user_1530,"acoustic,j-idol,punk"
user_1531,"anime,emo,mpb,pop"
user_1532,"dancehall,forro,latin,swedish"
user_1533,"comedy,gospel"
user_1534,"country,hard-rock,kids,punk"
user_1535,"rock,techno"
user_1536,"ambient,electronic,j-pop,trip-hop"
user_1537,"synth-pop,techno"
user_1538,"alternative,anime,cantopop,salsa"
user_1539,"acoustic,folk,mandopop,reggae"
user_1540,"goth,pop-film"
user_1541,"detroit-techno,electronic,emo,german"
user_1542,"mandopop,power-pop,reggae"
user_1543,"deep-house,funk"
user_1544,"classical,iranian,k-pop,romance"
user_1545,"children,german,iranian"
user_1546,"groove,party,sertanejo"
user_1547,"deep-house,honky-tonk,power-pop"
user_1548,"country,samba,singer-songwriter,ska"
user_1549,"disney,groove,ska,trance"
user_1550,"grindcore,indie"
user_1551,"disco,forro"
user_1552,"blues,honky-tonk"
user_1553,"french,hardcore"
user_1554,"goth,party"
user_1555,"alt-rock,j-rock"
user_1556,"indian,indie-pop,study"
user_1557,"brazil,pop"
user_1558,"kids,reggaeton,study"
user_1559,"children,pop-film"
user_1560,"acoustic,children,chill,study"
user_1561,"hip-hop,rockabilly,swedish"
user_1562,"groove,pop,r-n-b"
user_1563,"dubstep,guitar,r-n-b,sleep"
user_1564,"grunge,j-dance"
user_1565,"anime,iranian,metal,pop"
user_1566,"dancehall,indie-pop,sad"
user_1567,"alt-rock,anime,classical,spanish"
user_1568,"black-metal,funk,metalcore,psych-rock"
user_1569,"idm,j-rock,r-n-b,swedish"
user_1570,"metal,synth-pop"
user_1571,"french,grunge,mandopop,pagode"
user_1572,"alt-rock,minimal-techno,pagode,synth-pop"
user_1573,"comedy,latino"
user_1574,"deep-house,metalcore,show-tunes,ska"
user_1575,"alternative,guitar,indie"
user_1576,"brazil,disney,house"
user_1577,"forro,groove,metalcore"
user_1578,"ambient,british,kids,punk-rock"
user_1579,"dubstep,hardstyle,idm,indian"
user_1580,"garage,new-age"
user_1581,"funk,progressive-house,reggaeton,synth-pop"
user_1582,"dubstep,opera"
user_1583,"indie-pop,r-n-b,singer-songwriter,techno"
user_1584,"bluegrass,heavy-metal"
user_1585,"club,j-idol,reggae"
user_1586,"forro,j-pop,kids,psych-rock"
user_1587,"british,sertanejo,singer-songwriter,spanish"
user_1588,"classical,gospel,idm"
user_1589,"pop,psych-rock"
user_1590,"deep-house,gospel,malay,swedish"
user_1591,"alt-rock,black-metal,breakbeat,psych-rock"
user_1592,"german,iranian,latino,pagode"
user_1593,"honky-tonk,j-dance,synth-pop"
user_1594,"comedy,french"
user_1595,"detroit-techno,reggae"
user_1596,"death-metal,heavy-metal,party,salsa"
user_1597,"british,deep-house,hip-hop,indie"
user_1598,"alt-rock,blues,dancehall,dub"
user_1599,"electro,synth-pop"
user_1600,"piano,punk,sad,soul"
user_1601,"children,country,grunge,spanish"
user_1602,"forro,sleep"
user_1603,"blues,hardcore,heavy-metal,synth-pop"
user_1604,"iranian,mandopop,soul"
user_1605,"opera,progressive-house"
user_1606,"electro,indie-pop,reggae"
user_1607,"acoustic,gospel,iranian"
user_1608,"club,indie-pop,singer-songwriter,ska"
user_1609,"black-metal,sertanejo"
user_1610,"happy,hardcore,indian,kids"
user_1611,"latino,rockabilly"
user_1612,"cantopop,latin"
user_1613,"acoustic,j-rock,trance"
user_1614,"electro,j-dance,techno"
user_1615,"grindcore,reggaeton,sertanejo"
user_1616,"ambient,dance"
user_1617,"black-metal,breakbeat,opera"
user_1618,"power-pop,sertanejo"
user_1619,"acoustic,industrial,malay,trance"
user_1620,"swedish,trance"
user_1621,"chicago-house,death-metal,dub,rock-n-roll"
user_1622,"dubstep,pop"
user_1623,"funk,gospel,study"
user_1624,"alt-rock,anime,indian"
user_1625,"deep-house,sertanejo,soul"
user_1626,"j-rock,pop-film"
user_1627,"black-metal,swedish"
user_1628,"electronic,hardcore"
user_1629,"dubstep,garage"
user_1630,"german,mpb,sad,show-tunes"
user_1631,"alt-rock,j-pop,mandopop,minimal-techno"
user_1632,"edm,soul,tango"
user_1633,"indie-pop,kids,swedish"
user_1634,"alt-rock,blues,indian,mpb"
user_1635,"dancehall,singer-songwriter"
user_1636,"dancehall,german,indian,soul"
user_1637,"french,punk-rock,reggae"
user_1638,"acoustic,opera,synth-pop"
user_1639,"club,k-pop,piano,study"
user_1640,"comedy,iranian"
user_1641,"cantopop,songwriter"
user_1642,"emo,j-rock,metalcore"
user_1643,"club,dancehall,emo,party"
user_1644,"ambient,trance"
user_1645,"forro,house"
user_1646,"disco,indie"
user_1647,"disney,emo,forro,reggae"
user_1648,"afrobeat,synth-pop"
user_1649,"acoustic,metal"
user_1650,"anime,garage,indie-pop,minimal-techno"
user_1651,"alt-rock,party,reggae,samba"
user_1652,"death-metal,r-n-b,swedish,tango"
user_1653,"new-age,rock"
user_1654,"dance,study"
user_1655,"blues,edm,indie,power-pop"
user_1656,"breakbeat,rockabilly,techno"
user_1657,"alternative,emo,hardstyle"
user_1658,"chicago-house,hardcore"
user_1659,"metal,rockabilly,ska"
user_1660,"british,guitar,reggae,romance"
user_1661,"breakbeat,grindcore,show-tunes"
user_1662,"dancehall,gospel,rock-n-roll,sleep"
user_1663,"british,industrial,sertanejo"
user_1664,"black-metal,industrial,latin"
user_1665,"disco,k-pop,reggaeton,study"
user_1666,"kids,opera"
user_1667,"breakbeat,rockabilly,sad,singer-songwriter"
user_1668,"mandopop,rock,soul"
user_1669,"funk,garage,study"
user_1670,"happy,mandopop"
user_1671,"british,chicago-house"
user_1672,"german,j-rock,sertanejo,spanish"
user_1673,"disco,turkish"
user_1674,"chicago-house,garage,samba"
user_1675,"dancehall,rock-n-roll,trance"
user_1676,"goth,show-tunes,synth-pop"
user_1677,"drum-and-bass,malay,reggaeton"
user_1678,"honky-tonk,minimal-techno,sertanejo,study"
user_1679,"classical,opera"
user_1680,"mpb,psych-rock"
user_1681,"honky-tonk,minimal-techno,rock-n-roll"
user_1682,"electronic,groove,kids"
user_1683,"brazil,emo,minimal-techno"
user_1684,"brazil,tango"
user_1685,"breakbeat,deep-house"
user_1686,"power-pop,salsa"
user_1687,"black-metal,grunge,minimal-techno"
user_1688,"french,j-idol,reggaeton,rockabilly"
user_1689,"classical,disco,garage,romance"
user_1690,"country,electro,rock,world-music"
user_1691,"anime,comedy,groove"
user_1692,"chicago-house,hardstyle,sertanejo"
user_1693,"hardstyle,malay"
user_1694,"j-pop,r-n-b,world-music"
user_1695,"kids,metal,mpb"
user_1696,"grunge,hardstyle"
user_1697,"detroit-techno,singer-songwriter"
user_1698,"country,detroit-techno,k-pop,swedish"
user_1699,"comedy,gospel,guitar,samba"
user_1700,"breakbeat,dance,idm"
user_1701,"emo,grindcore"
user_1702,"death-metal,gospel,industrial,trip-hop"
user_1703,"garage,punk-rock,sleep"
user_1704,"comedy,house,singer-songwriter"
user_1705,"cantopop,new-age"
user_1706,"cantopop,industrial,new-age,songwriter"
user_1707,"sleep,tango"
user_1708,"bluegrass,iranian,pop-film"
user_1709,"drum-and-bass,forro,goth,hard-rock"
user_1710,"dance,german,guitar,hard-rock"
user_1711,"chicago-house,forro,garage,hard-rock"
user_1712,"breakbeat,dancehall,metalcore,soul"
user_1713,"goth,mandopop"
user_1714,"dance,gospel,sleep,swedish"
user_1715,"chicago-house,chill,detroit-techno,trance"
user_1716,"german,sleep"
user_1717,"disney,garage"
user_1718,"hardstyle,minimal-techno"
user_1719,"black-metal,sertanejo"
user_1720,"black-metal,club,house,idm"
user_1721,"disney,pop-film"
user_1722,"brazil,garage,ska"
user_1723,"children,metalcore,soul,synth-pop"
user_1724,"alternative,ska,study"
user_1725,"happy,psych-rock,spanish,turkish"
user_1726,"party,ska"
user_1727,"dancehall,new-age,r-n-b,ska"
user_1728,"emo,hardstyle,k-pop,party"
user_1729,"gospel,rock"
user_1730,"alt-rock,anime,latin,songwriter"
user_1731,"kids,new-age,pop,punk"
user_1732,"french,grunge,metalcore,spanish"
user_1733,"folk,german,reggae,techno"
user_1734,"alternative,funk"
user_1735,"afrobeat,club,iranian,k-pop"
user_1736,"emo,pop,punk-rock"
user_1737,"cantopop,latino,malay,psych-rock"
user_1738,"club,electronic,french,j-rock"
user_1739,"deep-house,hardcore,j-dance,pop-film"
user_1740,"psych-rock,sertanejo"
user_1741,"j-pop,mpb,rock"
user_1742,"alt-rock,forro"
user_1743,"comedy,detroit-techno,kids,party"
user_1744,"funk,gospel"
user_1745,"heavy-metal,power-pop"
user_1746,"children,deep-house,k-pop,party"
user_1747,"acoustic,iranian"
user_1748,"afrobeat,dub,opera,soul"
user_1749,"grindcore,techno"
user_1750,"garage,study"
user_1751,"cantopop,metalcore,piano,turkish"
user_1752,"ambient,singer-songwriter"
user_1753,"brazil,deep-house"
user_1754,"club,k-pop,opera,trip-hop"
user_1755,"dubstep,malay,reggae"
user_1756,"emo,indie,malay,spanish"
user_1757,"german,punk,rockabilly"
user_1758,"malay,reggae"
user_1759,"mandopop,piano,psych-rock"
user_1760,"alternative,ambient,progressive-house,romance"
user_1761,"chill,happy,idm,psych-rock"
user_1762,"emo,german"
user_1763,"disney,dubstep,hip-hop"
user_1764,"house,trance"
user_1765,"blues,folk,industrial,malay"
user_1766,"classical,groove,pop"
user_1767,"deep-house,hard-rock,malay"
user_1768,"grindcore,j-rock"
user_1769,"chill,edm,german,opera"
user_1770,"j-rock,sertanejo"
user_1771,"death-metal,electronic,malay,ska"
user_1772,"edm,french,show-tunes,trip-hop"
user_1773,"club,detroit-techno,hardstyle"
user_1774,"club,disney,garage,heavy-metal"
user_1775,"dubstep,grunge"
user_1776,"hip-hop,power-pop,r-n-b,rock-n-roll"
user_1777,"acoustic,chill,grindcore,tango"
user_1778,"edm,metalcore,reggaeton"
user_1779,"folk,funk,gospel,honky-tonk"
user_1780,"children,romance"
user_1781,"electro,groove,guitar,psych-rock"
user_1782,"happy,study"
user_1783,"forro,happy,hip-hop,new-age"
user_1784,"pop-film,samba,sertanejo,soul"
user_1785,"hard-rock,reggaeton"
user_1786,"k-pop,latin,reggae,synth-pop"
user_1787,"bluegrass,indie,pagode,soul"
user_1788,"alt-rock,happy,j-dance,j-rock"
user_1789,"brazil,pop-film,r-n-b"
user_1790,"progressive-house,techno"
user_1791,"house,j-dance,metalcore"
user_1792,"anime,samba"
user_1793,"sad,trance"
user_1794,"groove,happy,reggae"
user_1795,"show-tunes,techno"
user_1796,"indie,sad"
user_1797,"acoustic,j-rock,romance"
user_1798,"latin,pop"
user_1799,"happy,j-dance,progressive-house,songwriter"
user_1800,"detroit-techno,iranian,malay"
user_1801,"honky-tonk,party,pop-film,sleep"
user_1802,"emo,latino"
user_1803,"singer-songwriter,spanish"
user_1804,"classical,disney,edm"
user_1805,"cantopop,songwriter"
user_1806,"dancehall,industrial,k-pop,study"
user_1807,"afrobeat,emo,j-dance,jazz"
user_1808,"dancehall,disney,hardstyle,mpb"
user_1809,"brazil,latin,latino"
user_1810,"heavy-metal,minimal-techno,soul"
user_1811,"drum-and-bass,jazz,opera"
user_1812,"disney,grunge,singer-songwriter"
user_1813,"cantopop,goth,power-pop,show-tunes"
user_1814,"folk,indie-pop,j-dance,rock-n-roll"
user_1815,"british,sad"
user_1816,"disco,grunge,salsa"
user_1817,"anime,opera,tango"
user_1818,"dub,j-idol,minimal-techno,piano"
user_1819,"metal,minimal-techno,sad,study"
user_1820,"ambient,new-age"
user_1821,"breakbeat,rock"
user_1822,"garage,reggaeton,romance,soul"
user_1823,"j-pop,opera"
user_1824,"comedy,j-pop,mandopop,punk"
user_1825,"children,indian"
user_1826,"chill,minimal-techno"
user_1827,"black-metal,j-pop"
user_1828,"dubstep,indian"
user_1829,"chicago-house,honky-tonk,k-pop"
user_1830,"electronic,salsa"
user_1831,"dance,rock,rock-n-roll,synth-pop"
user_1832,"blues,chicago-house,disco"
user_1833,"chicago-house,tango"
user_1834,"deep-house,electronic,j-rock,rock"
user_1835,"electronic,folk,sleep"
user_1836,"garage,pagode"
user_1837,"afrobeat,blues,hard-rock"
user_1838,"emo,synth-pop,turkish"
user_1839,"alt-rock,blues,funk,new-age"
user_1840,"blues,electro"
user_1841,"disney,hip-hop"
user_1842,"hardcore,psych-rock,trance,world-music"
user_1843,"industrial,opera"
user_1844,"disney,hardstyle,pop,singer-songwriter"
user_1845,"classical,funk,house,k-pop"
user_1846,"indian,j-dance,j-rock,k-pop"
user_1847,"acoustic,spanish"
user_1848,"kids,reggaeton,sleep"
user_1849,"deep-house,grindcore"
user_1850,"guitar,metal,r-n-b,rock"
user_1851,"heavy-metal,piano,salsa,swedish"
user_1852,"chill,hard-rock"
user_1853,"club,synth-pop"
user_1854,"brazil,deep-house,rock-n-roll"
user_1855,"club,disco,electro,jazz"
user_1856,"indie-pop,pop-film"
user_1857,"honky-tonk,minimal-techno,tango"
user_1858,"groove,romance,trip-hop"
user_1859,"disney,sleep"
user_1860,"deep-house,rockabilly"
user_1861,"anime,idm,study"
user_1862,"alt-rock,progressive-house,punk"
user_1863,"blues,punk-rock"
user_1864,"grunge,study,tango"
user_1865,"edm,j-idol"
user_1866,"chill,metalcore,study"
user_1867,"blues,dance,dubstep,grindcore"
user_1868,"german,hip-hop,rockabilly"
user_1869,"jazz,sad"
user_1870,"alt-rock,deep-house,dubstep,indian"
user_1871,"black-metal,children,electronic"
user_1872,"death-metal,pop-film"
user_1873,"emo,indie-pop,samba"
user_1874,"opera,swedish"
user_1875,"folk,industrial,power-pop,trip-hop"
user_1876,"black-metal,comedy,k-pop"
user_1877,"happy,hardstyle,study"
user_1878,"disco,garage"
user_1879,"latino,minimal-techno"
user_1880,"french,j-dance"
user_1881,"indie-pop,psych-rock"
user_1882,"disco,party"
user_1883,"anime,samba,spanish"
user_1884,"disney,sertanejo,synth-pop"
user_1885,"hip-hop,reggaeton,turkish"
user_1886,"show-tunes,spanish,synth-pop"
user_1887,"detroit-techno,disco,new-age"
user_1888,"anime,hardcore,rock"
user_1889,"alternative,death-metal,mpb,spanish"
user_1890,"indie,progressive-house"
user_1891,"bluegrass,gospel,metal"
user_1892,"chicago-house,dubstep,indie,pop-film"
user_1893,"club,comedy,country,salsa"
user_1894,"brazil,pagode,rock-n-roll"
user_1895,"grunge,jazz,r-n-b,rockabilly"
user_1896,"club,disco,psych-rock"
user_1897,"french,gospel"
user_1898,"alt-rock,guitar"
user_1899,"power-pop,romance"
user_1900,"brazil,rockabilly,show-tunes"
user_1901,"funk,psych-rock,synth-pop"
user_1902,"chill,jazz"
user_1903,"club,techno"
user_1904,"death-metal,mpb,rock-n-roll"
user_1905,"garage,romance,show-tunes"
user_1906,"french,j-pop"
user_1907,"folk,indie,songwriter,techno"
user_1908,"detroit-techno,rock,sertanejo"
user_1909,"afrobeat,funk"
user_1910,"cantopop,hardstyle,industrial"
user_1911,"cantopop,house,iranian,k-pop"
user_1912,"detroit-techno,latino"
user_1913,"emo,forro"
user_1914,"chicago-house,minimal-techno,pop-film"
user_1915,"electronic,rock,techno"
user_1916,"disney,groove,indian"
user_1917,"afrobeat,brazil,latino,rock-n-roll"
user_1918,"country,j-rock,pop,sleep"
user_1919,"electro,party,rockabilly"
user_1920,"french,kids"
user_1921,"brazil,dancehall"
user_1922,"dubstep,grunge,rockabilly"
user_1923,"british,cantopop,german"
user_1924,"comedy,dub"
user_1925,"funk,j-idol,techno"
user_1926,"garage,goth,indie-pop,romance"
user_1927,"gospel,songwriter,trip-hop"
user_1928,"chicago-house,latin,reggaeton"
user_1929,"j-rock,mandopop"
user_1930,"metal,new-age,reggaeton"
user_1931,"drum-and-bass,hard-rock,mpb,r-n-b"
user_1932,"death-metal,party,salsa"
user_1933,"french,grindcore,metalcore,minimal-techno"
user_1934,"electro,hard-rock,rock"
user_1935,"bluegrass,iranian,salsa"
user_1936,"dancehall,dub,samba"
user_1937,"funk,j-pop,samba"
user_1938,"blues,edm,songwriter"
user_1939,"grunge,j-rock,soul"
user_1940,"k-pop,pop-film,samba"
user_1941,"brazil,chill,goth,hardstyle"
user_1942,"pop,swedish"
user_1943,"funk,rock,singer-songwriter"
user_1944,"deep-house,j-idol,show-tunes"
user_1945,"bluegrass,goth,turkish"
user_1946,"bluegrass,drum-and-bass,hardstyle,minimal-techno"
user_1947,"brazil,piano,psych-rock,sad"
user_1948,"german,j-dance,latin,swedish"
user_1949,"grindcore,latin,pop,turkish"
user_1950,"reggaeton,singer-songwriter"
user_1951,"acoustic,deep-house"
user_1952,"grunge,j-pop,ska,turkish"
user_1953,"death-metal,reggaeton"
